"year_mon","category_name","state_cost","bottles_sold","retail_revenue","liters_sold"
2013-11-01,"COFFEE LIQUEURS",121539.51,10615,182690.33,8879.87
2013-11-01,"WHITE CREME DE MENTHE",1167.15,251,1749.47,188.25
2013-11-01,"DISTILLED SPIRITS SPECIALTY",91827.04,13281,137734.24,11720.87
2013-11-01,"CANADIAN WHISKIES",1270902.05,149202,1911272.45,143422.87
2013-11-01,"PEACH BRANDIES",4022.32,734,6033.48,550.5
2013-11-01,"SCOTCH WHISKIES",247025.36,17725,371048.85,19969.71
2013-11-01,"RASPBERRY SCHNAPPS",6206.02,1106,9311.63,945
2013-12-01,"LOW PROOF VODKA",1317.33,126,1976.58,94.5
2013-12-01,"SCOTCH WHISKIES",393658.33,26592,592901.3,27803.11
2013-12-01,"VODKA FLAVORED",419497.61,59733,632524.97,47127.18
2013-12-01,"TROPICAL FRUIT SCHNAPPS",4007.53,853,6009.84,780.25
2013-12-01,"IMPORTED DRY GINS",218312.2,14882,327403.77,13775.27
2013-12-01,"FLAVORED RUM",314708,36128,474635.01,31984.77
2013-12-01,"CREME DE ALMOND",67.95,15,101.91,11.25
2013-12-01,"IMPORTED VODKA",1009166.09,70846,1519444.88,68545.3
2013-12-01,"AMERICAN AMARETTO",44396.36,10395,66607.48,9560
2013-12-01,"BARBADOS RUM",14550.53,1485,22170.77,1113.75
2013-12-01,"VODKA 80 PROOF",1672410.31,315275,2511666.52,302270.45
2013-12-01,"STRAIGHT BOURBON WHISKIES",953722.54,83771,1432994.09,77104.1
2013-12-01,"APPLE SCHNAPPS",29316.68,4234,43976.56,3721.74
2013-12-01,"MISCELLANEOUS SCHNAPPS",19349.73,2489,29027.06,2129
2013-12-01,"IMPORTED GRAPE BRANDIES",337331.12,30631,506370.85,13404.44
2013-12-01,"DECANTERS & SPECIALTY PACKAGES",187624.8,13157,281643.13,9258.16
2013-12-01,"DARK CREME DE CACAO",6553.2,1414,9823.46,1060.5
2013-12-01,"SINGLE BARREL BOURBON WHISKIES",12170.89,675,18258.94,501.75
2013-12-01,"WHITE CREME DE MENTHE",3017.85,649,4523.53,486.75
2013-12-01,"BOTTLED IN BOND BOURBON",16054.77,723,24084.07,554.25
2013-12-01,"APRICOT BRANDIES",36598.94,7166,54905.06,5087.62
2013-12-01,"IMPORTED AMARETTO",43055.28,3348,66256.92,2511
2013-12-01,"AMERICAN COCKTAILS",212633.24,30995,321690.24,46303.87
2013-12-01,"PEACH BRANDIES",6460.92,1179,9691.38,884.25
2013-12-01,"TEQUILA",824421.29,71297,1237892.93,56560.97
2013-12-01,"BLACKBERRY BRANDIES",65811.27,11303,98818.22,9740.3
2013-12-01,"SINGLE MALT SCOTCH",231365.96,8056,347172.8,6201.26
2013-12-01,"BUTTERSCOTCH SCHNAPPS",42055.21,6761,63090.74,5560.25
2013-12-01,"TRIPLE SEC",32716.6,12607,49029.6,12205.25
2013-12-01,"IMPORTED VODKA - MISC",362380.77,32104,545557.88,23946.08
2013-12-01,"WHITE CREME DE CACAO",8437.8,1822,12648.74,1366.5
2013-12-01,"ROCK & RYE",2751.04,436,4124.92,327
2013-12-01,"RASPBERRY SCHNAPPS",7736.93,1377,11608.63,1174.25
2013-12-01,"WHISKEY LIQUEUR",770670.54,76807,1156505.31,67815.63
2013-12-01,"CINNAMON SCHNAPPS",38709.44,5602,58117.19,4517.69
2013-12-01,"IRISH WHISKIES",266404.9,16344,399665.07,13756.15
2013-12-01,"PEACH SCHNAPPS",70968.97,11043,106467.47,9761.71
2013-12-01,"IMPORTED SCHNAPPS",318089.13,28338,477171.59,25635.51
2013-12-01,"WATERMELON SCHNAPPS",15952.74,2185,23929.11,2053
2013-12-01,"MISC. AMERICAN CORDIALS & LIQUEURS",129013.94,15626,193980.45,10951.41
2013-12-01,"ANISETTE",792.34,173,1188.51,129.75
2013-12-01,"DISTILLED SPIRITS SPECIALTY",146985.18,18513,220977.48,15610.24
2013-12-01,"SPICED RUM",1514211.77,150973,2275666.91,147918.81
2013-12-01,"ROOT BEER SCHNAPPS",13981.78,2289,20973.03,2155
2013-12-01,"AMERICAN ALCOHOL",73759.55,8399,110681.09,6311.25
2013-12-01,"COFFEE LIQUEURS",165017.55,14614,248401.65,11855.85
2013-12-01,"FLAVORED GINS",7657.79,1251,11492.91,926.25
2013-12-01,"OTHER PROOF VODKA",2562.36,326,3843.54,244.5
2013-12-01,"GRAPE SCHNAPPS",14908.5,2005,22362.75,1935
2013-12-01,"CHERRY BRANDIES",13045.82,2517,19567.22,1757.19
2013-12-01,"AMERICAN GRAPE BRANDIES",242515.23,57487,363817.51,30607.23
2013-12-01,"PUERTO RICO & VIRGIN ISLANDS RUM",527553.89,72464,800088.77,78168.58
2013-12-01,"CREAM LIQUEURS",877716.17,71368,1324113.1,58017.18
2013-12-01,"GREEN CREME DE MENTHE",10170.39,2210,15246.68,1648.5
2013-12-01,"STRAWBERRY SCHNAPPS",6609.08,1376,9918.28,1032
2013-12-01,"CANADIAN WHISKIES",1956670.81,218141,2955360.01,223263.72
2013-12-01,"MISCELLANEOUS  BRANDIES",8249.97,598,12376.43,425.1
2013-12-01,"PEPPERMINT SCHNAPPS",109496.98,25628,164284.75,22290.88
2013-12-01,"MISC. IMPORTED CORDIALS & LIQUEURS",522198.58,38214,784543.01,29749.88
2013-12-01,"AMERICAN SLOE GINS",4221.96,942,6331,803.5
2013-12-01,"BLENDED WHISKIES",515307.29,83200,774084.52,78318.04
2013-12-01,"SPEARMINT SCHNAPPS",2322.75,489,3486.57,489
2013-12-01,"JAMAICA RUM",21888.74,2175,32824.53,1743.25
2013-12-01,"TENNESSEE WHISKIES",835050.11,57171,1252472.23,47236.29
2013-12-01,"100 PROOF VODKA",89506.74,16632,134316.88,17733.5
2013-12-01,"AMERICAN DRY GINS",201616.65,47468,302976.66,34795.71
2013-12-01,"STRAIGHT RYE WHISKIES",377141.15,21024,565812.08,15754.5
2013-12-01,NA,9883.06,911,14821.86,683.25
2013-12-01,"HIGH PROOF BEER - AMERICAN",1046.87,11,1308.56,8.25
2014-01-01,"VODKA 80 PROOF",1782094.01,318834,2716658.6,336257.88
2014-01-01,"WATERMELON SCHNAPPS",16016.4,2184,24024.6,2065.5
2014-01-01,"MISC. IMPORTED CORDIALS & LIQUEURS",392514.89,28805,588793.5,22696.55
2014-01-01,"SINGLE BARREL BOURBON WHISKIES",6027.68,330,9043.17,247.5
2014-01-01,"AMERICAN AMARETTO",35055.87,8442,52594.48,7616.5
2014-01-01,"SINGLE MALT SCOTCH",132777.23,4970,199165.95,3821.47
2014-01-01,"IMPORTED SCHNAPPS",246346.64,21857,369549.16,19700.42
2014-01-01,"RASPBERRY SCHNAPPS",6312.68,1107,9471.49,951
2014-01-01,"APPLE SCHNAPPS",29996.51,4371,44996.15,3764.65
2014-01-01,"WHITE CREME DE MENTHE",927.75,200,1390.64,150
2014-01-01,"ANISETTE",540.44,118,810.66,88.5
2014-01-01,"PUERTO RICO & VIRGIN ISLANDS RUM",439159.6,60637,658739.31,64322.13
2014-01-01,"CREAM LIQUEURS",321984.42,26802,483863.42,22216.49
2014-01-01,"TROPICAL FRUIT SCHNAPPS",3450.96,704,5175.32,648
2014-01-01,"CHERRY BRANDIES",8405.64,1558,12606.19,1157.25
2014-01-01,"100 PROOF VODKA",79389.57,14535,119136.33,15742
2014-01-01,NA,5477.04,250,8213.6,187.5
2014-01-01,"FLAVORED GINS",7242.33,1157,10869.28,840.75
2014-01-01,"DECANTERS & SPECIALTY PACKAGES",20771.14,1691,31163.56,1142.05
2014-01-01,"TEQUILA",614936.64,55085,922794.67,45277.82
2014-01-01,"COFFEE LIQUEURS",97926.33,9051,146848.99,7348.12
2014-01-01,"VODKA FLAVORED",371949.48,53705,564637.89,44344.19
2014-01-01,"WHISKEY LIQUEUR",647745.92,64061,971667.1,57110.87
2014-01-01,"BOTTLED IN BOND BOURBON",7491.6,420,11238.42,345
2014-01-01,"HIGH PROOF BEER - AMERICAN",95.17,1,118.96,0.75
2014-01-01,"MISCELLANEOUS  BRANDIES",3900.78,298,5851.93,223.5
2014-01-01,"IMPORTED AMARETTO",23894.94,1725,35842.41,1293.75
2014-01-01,"GREEN CREME DE MENTHE",5223.9,1138,7832.42,853.5
2014-01-01,"DARK CREME DE CACAO",3219.12,692,4825.64,522
2014-01-01,"AMERICAN GRAPE BRANDIES",178584.1,45620,269454.82,22972.8
2014-01-01,"SCOTCH WHISKIES",235625.43,17318,353411.73,19648.61
2014-01-01,"CREME DE ALMOND",1560.6,336,2339.28,252
2014-01-01,"AMERICAN DRY GINS",184218.67,48188,276556.91,32033.3
2014-01-01,"PEACH SCHNAPPS",61930.16,9470,92905.96,8489.85
2014-01-01,"FLAVORED RUM",249140.49,28513,373539.82,24844.46
2014-01-01,"IMPORTED GRAPE BRANDIES",211756.96,19131,317684.54,8368.56
2014-01-01,"CANADIAN WHISKIES",1629058.21,179039,2449689.71,178226.14
2014-01-01,"IMPORTED VODKA - MISC",261026.25,23054,391532.64,17104.07
2014-01-01,"BLENDED WHISKIES",429190.78,70149,643517.21,69146.43
2014-01-01,"IRISH WHISKIES",218842.44,13526,328996.48,12032.66
2014-01-01,"PEPPERMINT SCHNAPPS",68223.09,15465,102358.27,14011.26
2014-01-01,"JAMAICA RUM",13145.33,1256,19712.74,1044.25
2014-01-01,"SPICED RUM",1148361.74,115933,1737054.39,114155.55
2014-01-01,"ROOT BEER SCHNAPPS",8590.42,1405,12885.63,1348
2014-01-01,"WHITE CREME DE CACAO",3389.22,729,5080.67,549.75
2014-01-01,"MISC. AMERICAN CORDIALS & LIQUEURS",153747.16,17706,231175.47,12717.86
2014-01-01,"DISTILLED SPIRITS SPECIALTY",107200.52,15736,160788.84,14121.13
2014-01-01,"ROCK & RYE",1930.1,274,2894.3,205.5
2014-01-01,"BLACKBERRY BRANDIES",55623.35,9602,83620.65,8300.75
2014-01-01,"APRICOT BRANDIES",25845.02,5210,38875.22,3635.69
2014-01-01,"STRAIGHT BOURBON WHISKIES",832173.94,77065,1252479.78,71480.04
2014-01-01,"BUTTERSCOTCH SCHNAPPS",29183.26,4723,43782.56,3900.5
2014-01-01,"CINNAMON SCHNAPPS",32685.63,4538,49078.93,3723.5
2014-01-01,"AMARETTO - IMPORTED",747.12,24,1120.8,18
2014-01-01,"LOW PROOF VODKA",1810.31,179,2716.26,146.25
2014-01-01,"AMERICAN SLOE GINS",2043.72,465,3064.84,385.75
2014-01-01,"IMPORTED VODKA",767296.44,56174,1150929.09,56800.56
2014-01-01,"IMPORTED DRY GINS",154302.68,10318,231406.27,9933.29
2014-01-01,"PEACH BRANDIES",3803.12,694,5704.68,520.5
2014-01-01,"TRIPLE SEC",31893.27,12166,47794.32,11923.25
2014-01-01,"SPEARMINT SCHNAPPS",1230.25,259,1846.67,259
2014-01-01,"STRAWBERRY SCHNAPPS",5606.57,1119,8413.12,839.25
2014-01-01,"TENNESSEE WHISKIES",508370.1,36159,762531.07,29125.04
2014-01-01,"MISCELLANEOUS SCHNAPPS",18853.01,2368,28281.3,2049
2014-01-01,"AMERICAN ALCOHOL",29190.7,3305,43802.26,2490.75
2014-01-01,"SCHNAPPS - IMPORTED",82.56,24,123.84,4.8
2014-01-01,"AMERICAN COCKTAILS",187039.57,27425,282730.32,41305.34
2014-01-01,"STRAIGHT RYE WHISKIES",116071.7,6566,174135.95,4924.5
2014-01-01,"GRAPE SCHNAPPS",15114.12,2050,22671.18,1954
2014-01-01,"BARBADOS RUM",8102.08,813,12153.65,609.75
2014-02-01,"GREEN CREME DE MENTHE",3484.8,755,5224.29,566.25
2014-02-01,"STRAWBERRY SCHNAPPS",6633.26,1363,9954.31,1022.25
2014-02-01,"SCOTCH WHISKIES",222427.99,16105,334359.56,17924.53
2014-02-01,"WATERMELON SCHNAPPS",15800.88,2150,23701.32,2039.75
2014-02-01,"AMERICAN SLOE GINS",2533.98,573,3800.1,479.25
2014-02-01,"CANADIAN WHISKIES",1809626.61,206746,2745795.49,243978.44
2014-02-01,"ANISETTE",302.28,66,453.42,49.5
2014-02-01,"MISC. AMERICAN CORDIALS & LIQUEURS",132132.69,15613,198370.85,10943.8
2014-02-01,"BOTTLED IN BOND BOURBON",8821.84,424,13233.78,336
2014-02-01,"AMERICAN ALCOHOL",31660.15,3586,47507.95,2707.5
2014-02-01,NA,5046.12,214,7567.04,160.5
2014-02-01,"MISCELLANEOUS  BRANDIES",2892.15,196,4338.66,140.55
2014-02-01,"CREAM LIQUEURS",328833.29,25735,494764.6,22123.57
2014-02-01,"VODKA 80 PROOF",1428213.49,265560,2144612.83,260603.86
2014-02-01,"TROPICAL FRUIT SCHNAPPS",3594.16,765,5389.67,686.5
2014-02-01,"JAMAICA RUM",12294.4,1146,18435.81,924.25
2014-02-01,"100 PROOF VODKA",70261.52,13370,105440.28,14233.75
2014-02-01,"IMPORTED VODKA",795291.81,56597,1193064.83,52582.33
2014-02-01,"IMPORTED AMARETTO",20768.4,1494,31152.66,1132.5
2014-02-01,"VODKA FLAVORED",345865.13,49633,519667.24,39127.48
2014-02-01,"CINNAMON SCHNAPPS",21754.14,2849,32628.35,2411.66
2014-02-01,"RASPBERRY SCHNAPPS",6306.05,1118,9461.89,984.75
2014-02-01,"IMPORTED VODKA - MISC",290729.9,24644,437027.6,18373.79
2014-02-01,"SCHNAPPS - IMPORTED",82.56,24,123.84,4.8
2014-02-01,"IRISH WHISKIES",254750.82,17526,386588.21,14109.48
2014-02-01,"AMERICAN COCKTAILS",178462.53,25610,269444.38,38581.75
2014-02-01,"FLAVORED GINS",7507.15,1075,11266.1,806.25
2014-02-01,"FLAVORED RUM",225136.22,26133,340163.56,22894.52
2014-02-01,"BLACKBERRY BRANDIES",47534.39,8009,71295.95,7055.9
2014-02-01,"STRAIGHT BOURBON WHISKIES",652865.49,60256,982046.59,56663.29
2014-02-01,"DISTILLED SPIRITS SPECIALTY",119754.67,15140,180233.88,13051.22
2014-02-01,"IMPORTED DRY GINS",140269.17,9434,210368.17,8843.7
2014-02-01,"PEACH BRANDIES",3222.24,588,4833.36,441
2014-02-01,"LOW PROOF VODKA",1427.33,137,2141.58,102.75
2014-02-01,"MISC. IMPORTED CORDIALS & LIQUEURS",375164.63,27996,563555.39,21818.79
2014-02-01,"OTHER PROOF VODKA",2860.92,348,4291.44,261
2014-02-01,"ROOT BEER SCHNAPPS",9844.9,1613,14767.41,1546
2014-02-01,"AMERICAN GRAPE BRANDIES",174430.7,43620,261619.64,21509.58
2014-02-01,"TRIPLE SEC",30684.21,11910,45980.81,11635.75
2014-02-01,"PEPPERMINT SCHNAPPS",58856.91,13143,88377.28,12093.1
2014-02-01,"ROCK & RYE",1593.39,217,2389.47,162.75
2014-02-01,"PUERTO RICO & VIRGIN ISLANDS RUM",392585.8,56327,590772.24,58370.36
2014-02-01,"AMERICAN AMARETTO",31473.17,7368,47221.88,6873
2014-02-01,"SPICED RUM",972699.29,96677,1458760.92,93260.39
2014-02-01,"SINGLE BARREL BOURBON WHISKIES",8883.25,535,13436.24,401.25
2014-02-01,"STRAIGHT RYE WHISKIES",112784.59,6407,169204.61,4805.25
2014-02-01,"BARBADOS RUM",7261.38,741,10892.26,555.75
2014-02-01,"BLENDED WHISKIES",382458.99,63100,573564.43,60572.35
2014-02-01,"GRAPE SCHNAPPS",14032.02,1895,21048.03,1817.75
2014-02-01,"SINGLE MALT SCOTCH",124503.01,4647,186792.41,3586.23
2014-02-01,"SPEARMINT SCHNAPPS",1591.25,335,2388.55,335
2014-02-01,"DARK CREME DE CACAO",2595.45,560,3890.66,420
2014-02-01,"IMPORTED SCHNAPPS",246957.25,21647,370460.28,20145
2014-02-01,"WHITE CREME DE CACAO",2589.15,560,3881.42,420
2014-02-01,"WHITE CREME DE MENTHE",730.05,157,1094.29,117.75
2014-02-01,"TENNESSEE WHISKIES",511404.09,36581,767068.04,28915.15
2014-02-01,"AMERICAN DRY GINS",161815.04,34790,243069.33,26832.34
2014-02-01,"IMPORTED GRAPE BRANDIES",280815.81,24451,421314.27,10926.79
2014-02-01,"CHERRY BRANDIES",8271.84,1606,12405.94,1107.71
2014-02-01,"COFFEE LIQUEURS",95209.2,9345,147455.91,7745.15
2014-02-01,"PEACH SCHNAPPS",52055.86,7914,78093.37,7229.64
2014-02-01,"DECANTERS & SPECIALTY PACKAGES",39174.58,2561,58774.01,2425.7
2014-02-01,"CREME DE ALMOND",895.05,193,1341.73,144.75
2014-02-01,"APPLE SCHNAPPS",26018.96,3664,39029.28,3292.27
2014-02-01,"MISCELLANEOUS SCHNAPPS",15869.79,2100,23805.99,1770.9
2014-02-01,"WHISKEY LIQUEUR",633300.94,63097,950377.95,55981.5
2014-02-01,"TEQUILA",728056.05,63307,1092049.2,52767
2014-02-01,"APRICOT BRANDIES",22436.51,4313,33659.38,3151.25
2014-02-01,"BUTTERSCOTCH SCHNAPPS",21013.99,3234,31524.67,2788.5
2014-03-01,"AMARETTO - IMPORTED",373.56,12,560.4,9
2014-03-01,"MISC. IMPORTED CORDIALS & LIQUEURS",424811.2,31254,637293.42,24693.89
2014-03-01,"VODKA FLAVORED",346962.22,50937,521478.63,39636.71
2014-03-01,"AMERICAN ALCOHOL",22503.56,2525,33767.72,1929.75
2014-03-01,"AMERICAN GRAPE BRANDIES",179932.47,44379,271445.52,22791.8
2014-03-01,"STRAWBERRY SCHNAPPS",6206.91,1262,9314.31,946.5
2014-03-01,"TROPICAL FRUIT SCHNAPPS",5281.06,1103,7920.17,1032
2014-03-01,"100 PROOF VODKA",77466.77,14540,116250.64,15658.25
2014-03-01,"ANISETTE",265.64,58,398.46,43.5
2014-03-01,"JAMAICA RUM",15060.8,1382,22582.07,1134.25
2014-03-01,"TRIPLE SEC",33938.76,13200,50858.46,12939.75
2014-03-01,"IMPORTED VODKA - MISC",294142.45,25404,441193.02,18782.48
2014-03-01,"IRISH WHISKIES",317265.67,19461,475969.07,16259.82
2014-03-01,"AMERICAN COCKTAILS",202718.82,29347,304051.92,43639.29
2014-03-01,"VODKA 80 PROOF",1392400.63,275937,2089151.6,262455.51
2014-03-01,"FLAVORED GINS",6893.29,1081,10345.34,784.35
2014-03-01,"WHITE CREME DE CACAO",3049.65,659,4571.67,494.25
2014-03-01,"APRICOT BRANDIES",22473.34,4434,33716.31,3131.13
2014-03-01,"PEPPERMINT SCHNAPPS",56701.34,12435,85071.84,12019.36
2014-03-01,"STRAIGHT RYE WHISKIES",132019.47,7479,198062.82,5609.25
2014-03-01,"BARBADOS RUM",9535.23,1004,14405.72,753
2014-03-01,"TENNESSEE WHISKIES",639450.33,44313,959144.24,36331.34
2014-03-01,"AMERICAN AMARETTO",31289.36,7318,46948,6903.5
2014-03-01,"SINGLE MALT SCOTCH",138788.36,4865,208810.65,3757.25
2014-03-01,"RASPBERRY SCHNAPPS",6791.94,1197,10190.58,1024.25
2014-03-01,"PEACH BRANDIES",2877,525,4315.5,393.75
2014-03-01,"MISC. AMERICAN CORDIALS & LIQUEURS",99854.84,12624,150036.89,8951.99
2014-03-01,"CANADIAN WHISKIES",1349262.64,160188,2025001.64,159894.41
2014-03-01,"IMPORTED GRAPE BRANDIES",283679.24,26196,425607.63,10844.08
2014-03-01,"WHITE CREME DE MENTHE",985.8,212,1477.64,159
2014-03-01,"AMERICAN DRY GINS",172373.95,36773,258604.69,28854.55
2014-03-01,"DECANTERS & SPECIALTY PACKAGES",27689.39,1583,41541.64,1664.9
2014-03-01,"DISTILLED SPIRITS SPECIALTY",94718.59,14565,142063.27,13258.18
2014-03-01,"CHERRY BRANDIES",8071.54,1652,12107.7,1053.73
2014-03-01,"LOW PROOF VODKA",1383.41,133,2075.66,99.75
2014-03-01,"COFFEE LIQUEURS",80758.24,7223,121112.05,6112.91
2014-03-01,"OTHER PROOF VODKA",2035.68,251,3053.55,188.25
2014-03-01,"PUERTO RICO & VIRGIN ISLANDS RUM",408719.81,58072,617723.13,61967.32
2014-03-01,"ROCK & RYE",1701.66,248,2551.68,186
2014-03-01,"APPLE SCHNAPPS",32061.11,4477,48092.55,4071.41
2014-03-01,"GRAPE SCHNAPPS",18211.32,2440,27316.98,2367.75
2014-03-01,"MISCELLANEOUS  BRANDIES",3058.89,171,4588.91,128.25
2014-03-01,"SINGLE BARREL BOURBON WHISKIES",9017.02,513,13527.3,371.25
2014-03-01,"WATERMELON SCHNAPPS",19828.5,2699,29742.75,2559.25
2014-03-01,"CINNAMON SCHNAPPS",19526.72,2586,29287.14,2240.78
2014-03-01,"WHISKEY LIQUEUR",625222.86,61438,937884.53,55291.98
2014-03-01,"SPEARMINT SCHNAPPS",1881,396,2823.48,396
2014-03-01,"IMPORTED SCHNAPPS",272427.28,23342,408667.02,22062.06
2014-03-01,"TEQUILA",676126.16,61831,1014042.79,50918.37
2014-03-01,"DARK CREME DE CACAO",2190.15,473,3283.11,354.75
2014-03-01,"BLENDED WHISKIES",441121.59,71518,661415.89,70005.77
2014-03-01,"BUTTERSCOTCH SCHNAPPS",21450.98,3324,32181.24,2893
2014-03-01,"GREEN CREME DE MENTHE",5090.25,1105,7631.45,828.75
2014-03-01,"BLACKBERRY BRANDIES",48334.18,8555,72502.69,7027.6
2014-03-01,"IMPORTED VODKA",765980.57,57729,1148936.54,55293.27
2014-03-01,"AMERICAN SLOE GINS",2541.18,561,3810.5,484.25
2014-03-01,"SCOTCH WHISKIES",235904.46,17461,354687.09,20088.84
2014-03-01,NA,5305.5,225,7956,168.75
2014-03-01,"MISCELLANEOUS SCHNAPPS",16368.74,2066,24554.39,1802.5
2014-03-01,"CREME DE ALMOND",376.05,81,563.73,60.75
2014-03-01,"CREAM LIQUEURS",311007.54,25604,468282.06,21817.93
2014-03-01,"ROOT BEER SCHNAPPS",9379.52,1550,14069.34,1493.5
2014-03-01,"BOTTLED IN BOND BOURBON",8854.65,480,13282.91,390
2014-03-01,"IMPORTED DRY GINS",173098.64,11494,260435.44,10931.31
2014-03-01,"PEACH SCHNAPPS",63536.45,9385,95313.92,8762.62
2014-03-01,"SPICED RUM",1124073.41,111429,1687326.5,113289.19
2014-03-01,"JAPANESE WHISKY",195,6,292.5,4.5
2014-03-01,"STRAIGHT BOURBON WHISKIES",745350.73,65730,1120498,64183.13
2014-03-01,"SCHNAPPS - IMPORTED",1048.32,84,1572.48,63
2014-03-01,"IMPORTED AMARETTO",20900.88,1508,31351.32,1131
2014-03-01,"FLAVORED RUM",288274.84,32820,432228.11,28928
2014-04-01,"IMPORTED SCHNAPPS",264006.31,22927,396038.76,21199.84
2014-04-01,"SPEARMINT SCHNAPPS",1368,288,2053.44,288
2014-04-01,"AMERICAN COCKTAILS",379309.54,54970,580318.06,85728.02
2014-04-01,"MISCELLANEOUS SCHNAPPS",16713.25,2159,25070.95,1832.75
2014-04-01,"VODKA 80 PROOF",1817209.92,336072,2729254.18,336538.75
2014-04-01,"FLAVORED GINS",8565.77,1283,12854.98,971.25
2014-04-01,"IMPORTED AMARETTO",20654.1,1491,30981.15,1118.25
2014-04-01,"ANISETTE",453.42,99,680.13,74.25
2014-04-01,"SINGLE MALT SCOTCH",144536.4,5412,216808.77,4202.63
2014-04-01,NA,5721.99,239,8580.64,179.25
2014-04-01,"IMPORTED VODKA - CHERRY",84.6,12,126.96,12
2014-04-01,"MISC. IMPORTED CORDIALS & LIQUEURS",414915.16,31227,623428.51,24051.55
2014-04-01,"IRISH WHISKIES",139393.09,8521,209118.35,7377.76
2014-04-01,"WHITE CREME DE CACAO",2305.05,498,3455.38,373.5
2014-04-01,"CHERRY BRANDIES",7416.46,1436,11123.19,996.74
2014-04-01,"DECANTERS & SPECIALTY PACKAGES",96930.38,7755,145415.38,6902.7
2014-04-01,"WHITE CREME DE MENTHE",878.85,189,1317.33,141.75
2014-04-01,"AMERICAN AMARETTO",34329.73,8018,51507.44,7455.5
2014-04-01,"TENNESSEE WHISKIES",922189.03,62151,1383227.07,52350.93
2014-04-01,"APRICOT BRANDIES",25042.82,5093,37571.88,3432.44
2014-04-01,"WATERMELON SCHNAPPS",22506.18,3053,33759.27,2909.5
2014-04-01,"STRAWBERRY SCHNAPPS",6130.22,1260,9199.42,945
2014-04-01,"GREEN CREME DE MENTHE",3188.25,691,4779.75,518.25
2014-04-01,"IMPORTED VODKA - MISC",387710.81,36678,583565.32,25372.18
2014-04-01,"GRAPE SCHNAPPS",19397.82,2621,29096.73,2512.25
2014-04-01,"STRAIGHT RYE WHISKIES",176616.74,10039,264969.95,7529.25
2014-04-01,"TROPICAL FRUIT SCHNAPPS",5224.68,1108,7834.88,1001
2014-04-01,"VODKA FLAVORED",477288.42,73062,719472.3,54147.26
2014-04-01,"BARBADOS RUM",12417.22,1292,18626.05,969
2014-04-01,"SPICED RUM",1265428.97,123045,1898291.91,123814.22
2014-04-01,"IMPORTED DRY GINS",194117.1,13075,291257.11,12293.72
2014-04-01,"PEACH SCHNAPPS",77256.83,11261,115895.43,10605.58
2014-04-01,"JAMAICA RUM",13572.24,1260,20351.43,1025.25
2014-04-01,"COFFEE LIQUEURS",87172.4,7907,130784.17,6771.83
2014-04-01,"BUTTERSCOTCH SCHNAPPS",22811.51,3464,34221.17,3025.75
2014-04-01,"IMPORTED GRAPE BRANDIES",301100.34,27775,451744.64,11641.34
2014-04-01,"LOW PROOF VODKA",2048.09,218,3073.14,211.5
2014-04-01,"SINGLE BARREL BOURBON WHISKIES",8356.6,513,12655.64,384.75
2014-04-01,"MISCELLANEOUS  BRANDIES",3880.5,292,5821.35,205.95
2014-04-01,"MISC. AMERICAN CORDIALS & LIQUEURS",125226.15,15018,188024.4,10629.21
2014-04-01,"FLAVORED RUM",325653.37,38446,490873.6,32858.86
2014-04-01,"IMPORTED VODKA",818993.37,61267,1230461.19,55556.85
2014-04-01,"100 PROOF VODKA",82628.12,15549,123994.75,16558.75
2014-04-01,"PEPPERMINT SCHNAPPS",65630.17,15582,98464.12,13369.06
2014-04-01,"CINNAMON SCHNAPPS",22220.28,2940,33327.09,2468.49
2014-04-01,"CREME DE ALMOND",595.2,128,892.16,96
2014-04-01,"BLACKBERRY BRANDIES",45193.58,7594,67788.27,6708.85
2014-04-01,"AMERICAN DRY GINS",219754.55,44806,330195.72,36290.2
2014-04-01,"AMERICAN ALCOHOL",24814.35,2829,37235.57,2121.75
2014-04-01,"TRIPLE SEC",36739.34,14441,55054.99,14097.75
2014-04-01,"WHISKEY LIQUEUR",749218.16,72568,1124275.1,66681.67
2014-04-01,"SCOTCH WHISKIES",282191.22,20326,423643.69,22529.63
2014-04-01,"PEACH BRANDIES",3585.2,652,5377.68,492
2014-04-01,"STRAIGHT BOURBON WHISKIES",704465.89,65707,1058809.44,62370.57
2014-04-01,"AMERICAN GRAPE BRANDIES",183967.56,47809,277220.09,22914.09
2014-04-01,"TEQUILA",945182.14,84866,1427131.04,70816.06
2014-04-01,"JAPANESE WHISKY",4105.08,60,6157.92,45
2014-04-01,"CANADIAN WHISKIES",1670258.75,191470,2512139.77,198335.61
2014-04-01,"APPLE SCHNAPPS",36794.06,5175,55192.61,4687
2014-04-01,"AMARETTO - IMPORTED",1120.68,36,1681.2,27
2014-04-01,"BOTTLED IN BOND BOURBON",7626.32,392,11440.22,300
2014-04-01,"DISTILLED SPIRITS SPECIALTY",93163.44,13838,139735.15,12552.62
2014-04-01,"ROOT BEER SCHNAPPS",11018.28,1810,16527.42,1725.5
2014-04-01,"ROCK & RYE",1971.91,287,2956.93,215.25
2014-04-01,"DARK CREME DE CACAO",2577.63,567,3864.15,416.25
2014-04-01,"HIGH PROOF BEER - AMERICAN",842.04,12,1263.12,9
2014-04-01,"RASPBERRY SCHNAPPS",5677.82,1029,8519.32,882.25
2014-04-01,"BLENDED WHISKIES",464275.16,75841,696244.45,72778.91
