"year_mon","category_name","state_cost","bottles_sold","retail_revenue","liters_sold"
2017-10-01,"American Schnapps",287266.35,45843,439046.3,40604.25
2017-10-01,"White Rum",391029.61,49254,596054.22,54804.31
2017-10-01,"Cream Liqueurs",456048.1,37462,684970.03,30879.77
2017-10-01,"100% Agave Tequila",559595.21,32282,840105.11,23629.8
2017-10-01,"Cocktails / RTD",143.58,31,761.8,31
2017-10-01,"Single Barrel Bourbon Whiskies",22757.46,1128,33733.68,846
2017-10-01,"Imported Distilled Spirits Specialty",473.34,37,1005.5,33.5
2017-10-01,"Imported Vodka",8520.36,588,12780.6,1017
2017-10-01,"American Vodkas",2550530.66,445710,3885387.65,420937.58
2017-10-01,"American Dry Gins",178540.77,38658,278199.11,29067.7
2017-10-01,"American Distilled Spirits Specialty",120,6,180,4.5
2017-10-01,"Flavored Gin",5357.94,750,7972.3,562.5
2017-10-01,"Mezcal",3712.54,230,5833.92,172.5
2017-10-01,"Straight Rye Whiskies",138078.05,7693,209975.55,5871.75
2017-10-01,"Whiskey Liqueur",1020592.65,104284,1547390.81,90415.79
2017-10-01,"Coffee Liqueurs",145525.69,12176,217357.29,10059.62
2017-10-01,"Special Order Items",88387.55,7150,132842.28,9530
2017-10-01,"American Cordials & Liqueur",202840.97,95841,310611.58,23051.9
2017-10-01,"Imported Flavored Vodka",377871.4,32787,585344.41,24248.7
2017-10-01,"Canadian Whiskies",2715080.45,266503,4111928.49,280767.68
2017-10-01,"Imported Cordials & Liqueurs",421840.26,30659,635521,22910.03
2017-10-01,"Holiday VAP",1370.86,98,3036.74,73.5
2017-10-01,"Iowa Distillery Whiskies",12573.72,570,18860.58,427.5
2017-10-01,"Imported Cordials & Liqueur",791,64,1522.5,42.75
2017-10-01,"American Cordials & Liqueurs",411.6,72,617.52,54
2017-10-01,"Irish Whiskies",456418.94,26237,673438.28,22635.1
2017-10-01,"Imported Vodkas",967043.86,74981,1478396.25,77021.22
2017-10-01,"Imported Brandies",536150.09,47639,792767.5,18839.58
2017-10-01,"Corn Whiskies",6564.34,544,9983.86,408
2017-10-01,"Single Malt Scotch",271866.56,9898,407860.86,7653
2017-10-01,"Spiced Rum",1405150.74,132559,2139022.34,135633.44
2017-10-01,"American Flavored Vodka",535282.02,86008,820394.05,58366.51
2017-10-01,"Cocktails /RTD",185368.49,27186,284271.91,39891.42
2017-10-01,"American Brandies",295437.08,66287,457413.69,36400.18
2017-10-01,"Neutral Grain Spirits",48020.8,5436,73893.22,4077
2017-10-01,"Triple Sec",34878.22,13019,53317.27,12811.5
2017-10-01,"Scotch Whiskies",307555.38,19567,469634.3,21423.76
2017-10-01,"Flavored Rum",362198.43,40578,552621.25,37152.71
2017-10-01,"Imported Schnapps",277276.45,23992,421948.61,22202.07
2017-10-01,"Aged Dark Rum",33156.68,2957,48617.68,2858.75
2017-10-01,"Gold Rum",78759.89,9221,120955.09,10698.35
2017-11-01,"Bottled in Bond Bourbon",7979.52,643,12202.2,482.25
2017-11-01,"Canadian Whiskies",2034745.23,212294,3049534.85,195742.43
2017-11-01,"Scotch Whiskies",318288.85,20264,483104.87,22416.85
2017-11-01,"Flavored Gin",5062.2,780,7597.2,585
2017-11-01,"Imported Vodka",20851.2,1440,31276.8,2520
2017-11-01,"American Dry Gins",178270.93,36888,267685.38,29352.93
2017-11-01,"Flavored Rum",297414.86,33262,446602.86,30395.73
2017-11-01,"White Rum",345914.47,46474,518875.89,49881.74
2017-11-01,"American Distilled Spirit Specialty",14117.47,1594,21155.74,1116.76
2017-11-01,"Imported Dry Gins",238261.77,14498,357581.65,14915.99
2017-11-01,"Single Barrel Bourbon Whiskies",29936.07,1455,44884.39,1105
2017-11-01,"Single Malt Scotch",239580.36,8344,356164.07,6456.14
2017-11-01,"Gold Rum",67938.13,8345,102100.21,9270.21
2017-11-01,"Temporary & Specialty Packages",174197.23,12965,259877.52,10864.15
2017-11-01,"Imported Brandies",705358.49,59536,1030085.92,25021.14
2017-11-01,"Triple Sec",36100.6,13436,54168.83,13234.25
2017-11-01,"Iowa Distillery Whiskies",4997.52,228,7496.28,171
2017-11-01,"Tennessee Whiskies",744153.78,49283,1116577.08,38033
2017-11-01,"American Cordials & Liqueur",224385.29,110307,336893.74,26140.81
2017-11-01,"Neutral Grain Spirits Flavored",9705.32,846,14557.98,634.5
2017-11-01,"Straight Bourbon Whiskies",1300762.04,103192,1937439.71,92179.96
2017-11-01,"Special Order Items",92088.17,7421,135547.94,8762.55
2017-11-01,"Whiskey Liqueur",908963.6,92254,1361023.42,80606.93
2017-11-01,"Imported Flavored Vodka",268353.97,23438,413288.05,17492.81
2017-11-01,"American Vodkas",2606614.46,424407,3885108.91,398670.99
2017-11-01,"Irish Whiskies",324529.5,18734,475373.33,16063.62
2017-11-01,NA,65789.9,4227,98813.49,4831.2
2017-11-01,"American Distilled Spirits Specialty",107.52,24,161.28,18
2017-11-01,"Imported Schnapps",287383.28,24937,430708.11,22789.4
2017-11-01,"Imported Cordials & Liqueur",435.25,31,980.52,28.7
2017-11-01,"Aged Dark Rum",30843.69,2728,45637.34,2417
2017-11-01,"Imported Cordials & Liqueurs",442507.52,31565,655491.76,24096.41
2017-11-01,"American Cordials & Liqueurs",267.34,34,401.06,24
2017-11-01,"American Brandies",333514.65,72063,500106.03,41260.04
2017-11-01,"Straight Rye Whiskies",141885.58,8068,211654.72,6219
2017-11-01,"Mezcal",3280.88,190,4807.32,142.5
2017-11-01,"American Schnapps",320365.83,50922,480540.39,45034.15
2017-11-01,"Coffee Liqueurs",145832.11,12551,214789.24,10212.86
2017-11-01,"Imported Vodkas",797326.6,61057,1204527.86,62441.86
2017-11-01,"Spiced Rum",1173630.1,117701,1760464.89,113487.73
2017-11-01,"American Flavored Vodka",429832.9,62852,645219.03,47502.19
2017-11-01,"Cocktails /RTD",177445.9,24813,266999.97,37306.95
2017-11-01,"Neutral Grain Spirits",55336.85,6268,82866.44,4701
2017-11-01,"American Vodka",330.68,37,578.64,27.75
2017-11-01,"Mixto Tequila",405233.7,46851,586283.2,38383
2017-11-01,"100% Agave Tequila",586710.7,31621,870877.88,22970.25
2017-11-01,"Blended Whiskies",482339.34,75558,723742.65,70648.64
2017-11-01,"Cream Liqueurs",545133.9,44523,806918.68,37745.52
2017-11-01,"Corn Whiskies",10658.29,735,16678.97,551.25
2017-11-01,"Imported Distilled Spirit Specialty",55950.07,11350,82017.54,11247
2017-11-01,"American Sloe Gins",1485.08,274,2227.62,274
2017-11-01,"Iowa Distilleries",16946.75,737,25594.06,552.75
2017-12-01,"Irish Whiskies",447294.81,25661,654511.42,21814.99
2017-12-01,"Straight Bourbon Whiskies",1443138.33,110370,2154398.31,96479.42
2017-12-01,"Triple Sec",35657.39,13294,53504.68,12998.75
2017-12-01,"Cocktails /RTD",216259.77,30971,321748.78,46096.64
2017-12-01,"Canadian Whiskies",3092233.3,294660,4626958.71,302759.46
2017-12-01,"Imported Schnapps",297716.3,26069,446107.11,24078.98
2017-12-01,"Coffee Liqueurs",154216.5,13250,228105.9,10845.41
2017-12-01,"Imported Brandies",440871.41,41655,643843.66,15084.9
2017-12-01,"American Flavored Vodka",574157.63,91360,859426.51,60527.12
2017-12-01,"Mixto Tequila",419368.55,47382,607243.97,39267.03
2017-12-01,"Imported Distilled Spirits Specialty",751.44,24,946.56,18
2017-12-01,"Single Malt Scotch",325800.33,10966,482886.14,8370.1
2017-12-01,"American Dry Gins",213139.94,39447,319644.29,32844.58
2017-12-01,NA,64123.87,3528,96189.33,3820.93
2017-12-01,"American Vodka",216,12,324,9
2017-12-01,"Gold Rum",82366.55,9998,123550.44,10975.65
2017-12-01,"Spiced Rum",1552170.64,146846,2328306.56,148501.73
2017-12-01,"American Cordials & Liqueur",258202.7,115516,387785.84,30407.8
2017-12-01,"Temporary & Specialty Packages",259964.97,15075,385042.17,14112.36
2017-12-01,"Iowa Distilleries",30464.5,1330,46061.09,997.5
2017-12-01,"Mezcal",4808.82,310,7213.23,232.5
2017-12-01,"American Brandies",340048.3,73716,509462.68,42354.21
2017-12-01,"Scotch Whiskies",408752.85,24462,616905.67,25894.75
2017-12-01,"Blended Whiskies",523408.16,78627,786090.32,73338.09
2017-12-01,"Flavored Rum",321917.32,36473,483405.41,33410.83
2017-12-01,"American Sloe Gins",1631.42,301,2447.13,301
2017-12-01,"Tennessee Whiskies",1049829.58,66242,1574347.4,53698.34
2017-12-01,"Single Barrel Bourbon Whiskies",35348.91,1739,53154.58,1307.85
2017-12-01,"Bottled in Bond Bourbon",6316.48,573,9210.33,425.25
2017-12-01,"Whiskey Liqueur",1001187.04,101537,1498205.16,88466.84
2017-12-01,"Imported Vodkas",1037597.94,88671,1563783.09,75070.6
2017-12-01,"Aged Dark Rum",35313.83,3034,51674.63,2860.5
2017-12-01,"Cream Liqueurs",849082.13,68159,1249333.9,60441.44
2017-12-01,"American Schnapps",323181.49,53580,484901.55,46643.55
2017-12-01,"Special Order Items",81338.02,6687,121619.65,8157.41
2017-12-01,"Imported Cordials & Liqueur",757.94,20,1136.94,16.5
2017-12-01,"Neutral Grain Spirits Flavored",13321.36,1163,19982.04,872.25
2017-12-01,"American Distilled Spirit Specialty",17119.37,1865,25767.91,1275.36
2017-12-01,"Straight Rye Whiskies",228094.78,12824,341065.07,9721.5
2017-12-01,"100% Agave Tequila",581876.39,32118,860748.06,23051.5
2017-12-01,"Imported Vodka",29266.68,2022,43900.02,3532.5
2017-12-01,"Imported Dry Gins",257250.79,16253,385994.81,15683.48
2017-12-01,"Flavored Gin",4452.26,626,6681.46,469.5
2017-12-01,"Neutral Grain Spirits",47449.5,5382,71054.15,4036.5
2017-12-01,"Corn Whiskies",13303.07,945,20313.99,704.25
2017-12-01,"Imported Cordials & Liqueurs",471077.62,33677,699877.98,25199.83
2017-12-01,"Iowa Distillery Whiskies",4761.6,240,7142.4,180
2017-12-01,"American Cordials & Liqueurs",831.36,96,1247.04,72
2017-12-01,"Imported Distilled Spirit Specialty",51653.41,10219,75879.5,10126.7
2017-12-01,"American Vodkas",2463647.81,427399,3681286.47,397450.67
2017-12-01,"White Rum",357144.46,47030,536068.97,51088.44
2017-12-01,"Imported Flavored Vodka",330661.22,28675,510678.51,21103.84
2018-01-01,"Mezcal",3618.14,231,5427.21,173.25
2018-01-01,"Straight Bourbon Whiskies",1009908.45,85528,1504783.36,73759.18
2018-01-01,"White Rum",282245.1,41074,423464.72,43012.56
2018-01-01,"Imported Brandies",432911.83,40333,631967.74,15173.7
2018-01-01,"Imported Dry Gins",187677.58,11751,281792.5,11560.64
2018-01-01,"American Cordials & Liqueur",245104.15,111150,368259.64,28009.78
2018-01-01,"Canadian Whiskies",1784489.6,195827,2674619.48,177319.26
2018-01-01,"Coffee Liqueurs",101159.18,8858,150158.41,7379.68
2018-01-01,"American Vodka",84,12,126,9
2018-01-01,"Flavored Gin",4972.39,675,7461.9,506.25
2018-01-01,"Straight Rye Whiskies",118153.74,6788,177706.42,5175.65
2018-01-01,"Cream Liqueurs",364196.54,29676,538330.52,24278.94
2018-01-01,"American Cordials & Liqueurs",103.92,12,155.88,9
2018-01-01,"Irish Whiskies",341987.11,19980,503377.07,16933.31
2018-01-01,"Blended Whiskies",479635.03,76125,719323.95,70651.47
2018-01-01,"100% Agave Tequila",447623.33,25752,663841.57,18429.85
2018-01-01,"Neutral Grain Spirits Flavored",11801.28,1034,17701.92,775.5
2018-01-01,"Whiskey Liqueur",780741.66,83049,1167733.93,68889.13
2018-01-01,"Imported Flavored Vodka",251263.68,22648,385404.08,16395.73
2018-01-01,"Neutral Grain Spirits",29960.81,3332,44833.85,2499
2018-01-01,"Imported Distilled Spirits Specialty",1147.38,42,1495.32,31.5
2018-01-01,"American Schnapps",328034.81,51953,492140.37,44772.07
2018-01-01,"American Flavored Vodka",472721.67,73438,709117.82,50968.53
2018-01-01,"American Vodkas",2204282.48,390228,3287465.28,353122.48
2018-01-01,"Imported Cordials & Liqueur",2504.88,252,3708.72,123
2018-01-01,"American Sloe Gins",1777.76,328,2666.64,328
2018-01-01,"Mixto Tequila",375655.65,43068,541451.61,36076.36
2018-01-01,"Imported Vodkas",717362.36,54688,1083616.4,56097.92
2018-01-01,"American Brandies",313942.8,69401,469992.14,39292.02
2018-01-01,"Single Malt Scotch",142003.18,4744,210651.8,3693.43
2018-01-01,"Flavored Rum",305842.16,33571,459247.48,31076.68
2018-01-01,"Temporary & Specialty Packages",32680.52,2243,48859.21,1739.92
2018-01-01,"Spiced Rum",1059701.32,110874,1589408.14,103940.84
2018-01-01,"Cocktails /RTD",193934.94,26899,288740.63,41857.1
2018-01-01,"American Dry Gins",159480.26,34141,239354.69,25919.09
2018-01-01,"Scotch Whiskies",238618.29,15947,361691.66,17233.63
2018-01-01,"Single Barrel Bourbon Whiskies",19408.83,995,29116.23,762.45
2018-01-01,"Imported Schnapps",289474.66,25412,433948.04,23064.57
2018-01-01,NA,15605.48,927,23771.27,897.44
2018-01-01,"Gold Rum",63047.43,7989,94801.27,8826.99
2018-01-01,"Iowa Distilleries",11268.75,494,17212.68,370.5
2018-01-01,"Special Order Items",74698.25,4987,109394.04,4852.75
2018-01-01,"Corn Whiskies",11824.09,829,18221.07,621.75
2018-01-01,"Imported Cordials & Liqueurs",386808.35,28649,573930.41,20924.18
2018-01-01,"Tennessee Whiskies",549716.49,39183,824995.98,28117.35
2018-01-01,"Cocktails / RTD",104.22,6,156.36,4.5
2018-01-01,"Triple Sec",32751.78,12190,49150.52,11943.25
2018-01-01,"Aged Dark Rum",29672.24,2656,43456.49,2396
2018-01-01,"Bottled in Bond Bourbon",8443.7,615,12155.53,461.25
2018-01-01,"American Distilled Spirit Specialty",14448.52,1621,21804.99,1192.51
2018-01-01,"Imported Distilled Spirit Specialty",48165.12,9425,70732.61,9331.55
2018-01-01,"Imported Vodka",120,6,180,4.5
2018-02-01,"Special Order Items",57362.85,4114,84550.13,4266.05
2018-02-01,"Mixto Tequila",381271.24,42844,571868.94,36542.73
2018-02-01,"White Rum",300707.7,41750,450891.11,44832.85
2018-02-01,"American Dry Gins",143576.87,30827,215666.48,23413.37
2018-02-01,"Aged Dark Rum",27900.02,2426,40932.93,2278.25
2018-02-01,"Cocktails /RTD",204092.55,26878,306600.2,42586.66
2018-02-01,"100% Agave Tequila",471713.11,27969,699816.83,19946.73
2018-02-01,"Temporary & Specialty Packages",35865.89,2636,53073.29,2034.35
2018-02-01,"Whiskey Liqueur",780993.59,78686,1168027.22,69381.36
2018-02-01,"American Flavored Vodka",370280.54,54394,555107.06,42162.07
2018-02-01,"Imported Cordials & Liqueurs",362784.76,26126,537637.12,19597.54
2018-02-01,"Cocktails / RTD",146.04,12,219.12,12
2018-02-01,"Straight Bourbon Whiskies",915321.29,75621,1367159.19,66565.27
2018-02-01,"American Brandies",248902.88,56338,373803.63,30936.19
2018-02-01,"Imported Distilled Spirit Specialty",62634.69,12395,93978.06,12260.95
2018-02-01,"Imported Dry Gins",177283.36,10942,266258.6,10845.85
2018-02-01,"American Distilled Spirits Specialty",53.76,12,80.64,9
2018-02-01,"Neutral Grain Spirits Flavored",7490.52,654,11235.78,490.5
2018-02-01,"Tennessee Whiskies",705999.21,45171,1058604.22,36504.48
2018-02-01,"Flavored Rum",279198.09,31562,420455.01,28233.75
2018-02-01,"American Vodkas",2162560.61,366407,3235706.12,340731.16
2018-02-01,"Mezcal",3750.86,225,5626.29,168.75
2018-02-01,"Imported Schnapps",242625.94,20849,363378.04,19446.05
2018-02-01,"Canadian Whiskies",2178394.54,231176,3257578.1,258145.84
2018-02-01,"Imported Flavored Vodka",256238.18,22633,390113.73,16859.18
2018-02-01,"Scotch Whiskies",233341.68,15291,351660.33,16807.98
2018-02-01,"Single Barrel Bourbon Whiskies",17656.27,917,26487.17,687.75
2018-02-01,"Irish Whiskies",497721.75,27143,726833.79,24619.9
2018-02-01,"Imported Brandies",582997.46,48428,871492.18,20283.96
2018-02-01,"American Distilled Spirit Specialty",9924.82,1115,14887.51,829.5
2018-02-01,"Imported Vodkas",831886.67,69483,1254794.32,68532.8
2018-02-01,"Gold Rum",51663.48,6334,77646.22,7265.11
2018-02-01,"Coffee Liqueurs",68446,6065,101447.46,5138.97
2018-02-01,"American Cordials & Liqueur",205859.63,104741,309003.23,23549.81
2018-02-01,"Bottled in Bond Bourbon",8598.36,528,12417.97,396
2018-02-01,"Corn Whiskies",6082.69,433,9311.02,324.75
2018-02-01,"American Sloe Gins",1252.02,231,1878.03,231
2018-02-01,"Blended Whiskies",389639.83,62684,584605.63,56814.84
2018-02-01,"Imported Cordials & Liqueur",185.1,12,277.68,9
2018-02-01,"Cream Liqueurs",257320.89,21645,381820.09,17894.35
2018-02-01,"Single Malt Scotch",162350.22,5434,239911.35,4210.34
2018-02-01,"Flavored Gin",6457.32,796,9670.24,597
2018-02-01,"Spiced Rum",1029836.44,102642,1544748.09,100703.71
2018-02-01,"Triple Sec",35135.18,13132,52721.8,12934.5
2018-02-01,"American Cordials & Liqueurs",108,24,162,18
2018-02-01,"Straight Rye Whiskies",127181.87,7130,190772.88,5480.25
2018-02-01,"American Schnapps",253640.92,39850,380308.21,34946.78
2018-02-01,"Neutral Grain Spirits",20611.19,2371,30990.31,1769.25
2018-02-01,"Iowa Distilleries",10317,453,15477.74,339.75
2018-02-01,NA,14245.79,858,21801.07,893.32
2018-03-01,"Imported Distilled Spirit Specialty",84702.38,16710,127453.59,16332.02
2018-03-01,"Iowa Distilleries",15278.25,670,23057.13,502.5
2018-03-01,"American Schnapps",290221.85,45156,435448.09,40271.49
2018-03-01,"Corn Whiskies",6904.41,465,10518.3,348.75
2018-03-01,"Spiced Rum",1314743.71,124606,1971553.59,126194.55
2018-03-01,"Imported Schnapps",270194.09,22992,404795.89,21712.3
2018-03-01,"Neutral Grain Spirits Flavored",10419.58,907,15629.37,680.25
2018-03-01,"Imported Cordials & Liqueurs",437719.32,32041,650593.89,23911.42
2018-03-01,"Flavored Rum",395893.48,44822,594278.79,40077.51
2018-03-01,"Imported Flavored Vodka",297753.4,25798,455884.51,19207.84
2018-03-01,"Single Malt Scotch",161524.75,5611,239388.15,4340.68
2018-03-01,"Canadian Whiskies",1899572.75,199036,2847458.46,183137.15
2018-03-01,"American Distilled Spirit Specialty",9941.32,996,14912.4,736.5
2018-03-01,"Straight Rye Whiskies",134427.93,7603,201275.8,5828.25
2018-03-01,"Blended Whiskies",430376.41,68675,645657.47,64103.09
2018-03-01,"American Sloe Gins",1355,250,2032.5,250
2018-03-01,"Flavored Gin",6979.65,869,10473.43,651.75
2018-03-01,"Single Barrel Bourbon Whiskies",23098.47,1203,34650.98,902.25
2018-03-01,"Irish Whiskies",547145.03,31877,804049.83,28034.64
2018-03-01,"Imported Brandies",545082.36,43061,813586.25,18762.76
2018-03-01,"Mixto Tequila",446120.73,51593,669141.59,43740.2
2018-03-01,"American Cordials & Liqueurs",1065.72,144,1598.88,108
2018-03-01,"Imported Vodka",8340.48,576,12510.72,1008
2018-03-01,"Straight Bourbon Whiskies",1040315.43,85317,1553671.43,76603.53
2018-03-01,"American Flavored Vodka",484354,75331,724517.79,52382.54
2018-03-01,"American Vodka",504,72,756,54
2018-03-01,"100% Agave Tequila",587105.85,32749,874293.47,23341.21
2018-03-01,"American Cordials & Liqueur",237900.28,118660,357187.41,27617.61
2018-03-01,"Aged Dark Rum",31827.54,2872,46938.51,2633.25
2018-03-01,"American Brandies",271952.99,61671,408467.5,33546.21
2018-03-01,"Coffee Liqueurs",84755,7351,125781.4,6327
2018-03-01,"Mezcal",3654.02,228,5481.03,171
2018-03-01,"American Dry Gins",170115.21,36116,255232.02,27203.55
2018-03-01,"Whiskey Liqueur",813789.48,82385,1220660.41,71862.58
2018-03-01,"Neutral Grain Spirits",22073.91,2482,32968.87,1861.56
2018-03-01,"Cream Liqueurs",322207.92,26456,475709.69,22333.49
2018-03-01,"Cocktails /RTD",224649.34,30624,339076.5,47823.38
2018-03-01,"White Rum",375615.07,47535,563149.07,52800.37
2018-03-01,"Imported Dry Gins",169197.94,11073,254143.93,10343.5
2018-03-01,"Imported Vodkas",862161.01,73288,1301359.09,63192.27
2018-03-01,"Imported Cordials & Liqueur",1358.14,101,2037.42,75.75
2018-03-01,"Special Order Items",93396.05,8392,138343.55,11285.1
2018-03-01,"Temporary & Specialty Packages",65653.74,3979,98039.47,3250.23
2018-03-01,NA,22444.33,1603,33745.56,2364.49
2018-03-01,"Scotch Whiskies",283760.49,18776,429216.69,21626.24
2018-03-01,"Gold Rum",68873.13,8542,103466.13,9412.58
2018-03-01,"Bottled in Bond Bourbon",9158.4,682,13306.44,529.5
2018-03-01,"American Vodkas",2282211.14,401500,3423063.78,367739.79
2018-03-01,"Tennessee Whiskies",693452.14,45783,1039582.53,35818.85
2018-03-01,"Triple Sec",42903.09,15983,64377.74,15752.75
2018-04-01,"Aged Dark Rum",31165.78,2719,45326.94,2490.65
2018-04-01,"White Rum",307213.89,42358,461049.62,45741.17
2018-04-01,"Flavored Gin",5568.96,774,8357.16,580.5
2018-04-01,"Imported Cordials & Liqueur",1082.76,78,1624.2,58.5
2018-04-01,"American Distilled Spirit Specialty",9500.03,1054,14415.15,784.14
2018-04-01,"Temporary & Specialty Packages",116637.71,10034,179287.48,7917.92
2018-04-01,"Mezcal",7651.82,403,11477.77,302.25
2018-04-01,"American Cordials & Liqueurs",207.84,24,311.76,18
2018-04-01,"Special Order Items",127406.59,11404,188604.23,15689.1
2018-04-01,"American Cordials & Liqueur",219685.71,114686,330226.55,25027.5
2018-04-01,"Corn Whiskies",5048.73,353,7668.67,264.75
2018-04-01,"Blended Whiskies",456030.76,73076,684260.63,67204.51
2018-04-01,"Flavored Rum",380288.67,42493,571289.08,39356.09
2018-04-01,"Neutral Grain Spirits",20141.15,2317,30110.72,1737.75
2018-04-01,"Bottled in Bond Bourbon",7078.88,527,10287.63,401.25
2018-04-01,"Imported Schnapps",284561.14,24185,426329.69,22786.43
2018-04-01,"Straight Rye Whiskies",115862.73,6329,173622.6,4845.65
2018-04-01,"Tennessee Whiskies",981719.62,57891,1471990.12,51254.01
2018-04-01,"Scotch Whiskies",323433.28,19301,487847.85,21261.03
2018-04-01,"American Distilled Spirits Specialty",324,12,486,9
2018-04-01,"Imported Brandies",749643.55,65092,1120786.69,26228.39
2018-04-01,"Spiced Rum",1004398.42,103732,1506730.57,99773.8
2018-04-01,"American Brandies",263986.67,61274,395995.98,32556.18
2018-04-01,"Straight Bourbon Whiskies",1104340.12,92085,1649722.83,81179.13
2018-04-01,"Coffee Liqueurs",78931.94,6841,117299.71,5860.36
2018-04-01,"Neutral Grain Spirits Flavored",8151.08,714,12226.62,535.5
2018-04-01,"American Sloe Gins",1268.28,234,1902.42,234
2018-04-01,"Imported Flavored Vodka",310857.44,28981,476138.56,19672.71
2018-04-01,"Imported Distilled Spirit Specialty",98312.98,19837,147812.86,19568.01
2018-04-01,"Whiskey Liqueur",849927.91,86430,1275178.68,75530.22
2018-04-01,"American Flavored Vodka",461176.91,70357,690847.19,50734.37
2018-04-01,"Imported Vodkas",772053.24,64440,1171493.71,65491.71
2018-04-01,"Cream Liqueurs",216273.07,17980,321844.42,15360.24
2018-04-01,"Imported Dry Gins",236970.44,14948,356092.08,14349.26
2018-04-01,"American Schnapps",266549.72,41602,399955.04,37417.82
2018-04-01,"Imported Distilled Spirits Specialty",187.86,6,236.64,4.5
2018-04-01,"Irish Whiskies",296967.63,17288,435788.91,14831.37
2018-04-01,"Cocktails /RTD",618034.56,77112,923807.97,127949.96
2018-04-01,"American Dry Gins",171647.09,36066,257449.57,27975.64
2018-04-01,"Single Barrel Bourbon Whiskies",24700.11,1313,37341.04,984.75
2018-04-01,NA,17445.59,1326,26295.83,1738.77
2018-04-01,"Gold Rum",56368.39,7047,85078.27,7897.64
2018-04-01,"Triple Sec",47328.4,17875,71027.34,17617.75
2018-04-01,"100% Agave Tequila",665541.14,38597,990533.05,28077.45
2018-04-01,"Imported Cordials & Liqueurs",468473.35,33347,696543.99,25824.82
2018-04-01,"Single Malt Scotch",184608.81,6405,274798.43,5014.72
2018-04-01,"Iowa Distilleries",13729.5,599,20597,449.25
2018-04-01,"Imported Vodka",75,6,112.5,4.5
2018-04-01,"Canadian Whiskies",1809892.26,192426,2704365.08,183754.37
2018-04-01,"American Vodkas",2700510.39,439540,4041892.42,416685.09
2018-04-01,"Mixto Tequila",598869.42,63886,898269.15,56483.88
2018-05-01,"American Cordials & Liqueur",260990.63,136271,391772.89,29445.86
2018-05-01,"Irish Whiskies",354408.93,20968,521415.36,18118.47
2018-05-01,"Cocktails / RTD",104.22,6,156.36,4.5
2018-05-01,"Straight Rye Whiskies",136870.65,7672,204417.68,5933.75
2018-05-01,"Mixto Tequila",553837.54,63193,830883.16,53523.72
2018-05-01,"Canadian Whiskies",2836338.27,297317,4254697.95,325580.78
2018-05-01,"Single Malt Scotch",202713.96,6899,301664.32,5446.05
2018-05-01,"American Sloe Gins",1707.3,315,2560.95,315
2018-05-01,"American Vodkas",2877843.23,490165,4319104.29,447113.67
2018-05-01,"Imported Vodkas",1201858.93,96970,1811580.58,98197.33
2018-05-01,"American Brandies",287415.51,66432,431379.1,35489.66
2018-05-01,NA,25727.56,2327,38745.46,1431.62
2018-05-01,"White Rum",443212.75,57515,664934.62,63853.56
2018-05-01,"Imported Cordials & Liqueur",1575.84,102,2364.24,76.5
2018-05-01,"Iowa Distilleries",13252.25,582,19881.17,436.5
2018-05-01,"Corn Whiskies",12379.58,896,18985.61,672
2018-05-01,"Spiced Rum",1533129.38,142863,2300041.33,147601.37
2018-05-01,"American Distilled Spirits Specialty",503.28,48,754.92,36
2018-05-01,"Aged Dark Rum",51536.77,4739,77437.69,4145.4
2018-05-01,"Scotch Whiskies",277364.81,18319,416510.55,20390.17
2018-05-01,"American Schnapps",297485.27,46601,446261.33,41688.25
2018-05-01,"Flavored Gin",7519.22,1088,11284.15,816
2018-05-01,"Temporary & Specialty Packages",212582.15,18391,321625.83,15097
2018-05-01,"Imported Flavored Vodka",470339.94,41014,714832.88,30192.5
2018-05-01,"American Distilled Spirit Specialty",15652.49,1391,23629.28,1025.26
2018-05-01,"Imported Dry Gins",285896.51,18438,429373.4,17492.43
2018-05-01,"Neutral Grain Spirits",25633.97,2904,38453.17,2178
2018-05-01,"Single Barrel Bourbon Whiskies",24635.98,1277,37189.96,957.75
2018-05-01,"Imported Brandies",648375.21,56031,969481.94,22327.55
2018-05-01,"Imported Distilled Spirit Specialty",90572.42,18129,135943.08,17957.35
2018-05-01,"American Vodka",1140,144,1710,108
2018-05-01,"Blended Whiskies",478268.09,76682,718013.86,70991.58
2018-05-01,"100% Agave Tequila",720751.62,43879,1079604.05,32202.64
2018-05-01,"Mezcal",8439.21,433,12779.07,324.75
2018-05-01,"American Dry Gins",217389.6,45520,326294.1,35209.1
2018-05-01,"Triple Sec",57455.47,21479,86222.77,20938.25
2018-05-01,"Straight Bourbon Whiskies",1154183.03,96232,1726832.68,83765.55
2018-05-01,"Bottled in Bond Bourbon",7788.32,586,11869.92,457.5
2018-05-01,"American Flavored Vodka",588455.63,82792,882342.88,65172.11
2018-05-01,"Imported Schnapps",305918.45,26338,458214.45,24727.66
2018-05-01,"Imported Cordials & Liqueurs",486400.09,35396,723074.06,26200.58
2018-05-01,"Special Order Items",85807.08,7830,127855.22,11140.8
2018-05-01,"Flavored Rum",483012.94,54422,725903.43,49153.99
2018-05-01,"Whiskey Liqueur",904004.39,92210,1355601.83,80469.36
2018-05-01,"Tennessee Whiskies",635977.8,44989,954518.95,32605.78
2018-05-01,"Cocktails /RTD",434613.72,59396,654370.27,93113.17
2018-05-01,"Coffee Liqueurs",83277.27,7308,123424.75,6254.28
