"year_mon","type","category","state_cost","retail_revenue","bottles_sold","liters_sold"
2016-06-01,"other","distilled spirits specialty",86162.58,129276.15,15145,14520.76
2016-06-01,"gin","flavored gins",7368.27,11058.06,1131,848.25
2016-06-01,"rum","flavored rum",439481.92,659391.1,49621,43806.75
2016-06-01,"schnapps","grape schnapps",23590.99,35400.02,3070,2979.25
2016-06-01,"liqueur","green creme de menthe",1982.75,2975.44,426,319.5
2016-06-01,"gin","imported dry gins",315739.15,473636.65,20075,19616.49
2016-06-01,"brandy","imported grape brandies",411557.99,617458.69,37869,15173.16
2016-06-01,"schnapps","imported schnapps",261674.91,392538.91,22847,21133.34
2016-06-01,"vodka","imported vodka",1074102.83,1611421.75,78403,82538.67
2016-06-01,"vodka","imported vodka - misc",425288.9,638070.52,37926,27539.17
2016-06-01,"whiskey","irish whiskies",255375.32,383116.47,15271,12812.92
2016-06-01,"rum","jamaica rum",21482.12,32223.48,1809,1799
2016-06-01,"whiskey","japanese whisky",149.88,224.88,12,9
2016-06-01,"liqueur","misc. american cordials & liqueurs",51914.94,77890.67,7287,5186.03
2016-06-01,"liqueur","misc. imported cordials & liqueurs",440296.01,660550.45,31714,24289.64
2016-06-01,"brandy","miscellaneous  brandies",7104.58,10658.36,1270,736.04
2016-06-01,"schnapps","miscellaneous schnapps",28549.65,42839.48,5641,3139.45
2016-06-01,"vodka","other proof vodka",2617.85,3928.51,347,415.25
2016-06-01,"brandy","peach brandies",14612.33,21922.65,3634,1753.38
2016-06-01,"schnapps","peach schnapps",91017.69,136565.11,12750,11443.03
2016-06-01,"schnapps","peppermint schnapps",119943.95,180011.48,18986,16223.62
2016-06-01,"rum","puerto rico & virgin islands rum",596855.68,895319.91,74421,83484.27
2016-06-01,"schnapps","raspberry schnapps",7913.74,11871.5,1394,1212
2016-06-01,"cocktail","rock & rye",453.56,680.8,92,69
2016-06-01,"schnapps","root beer schnapps",8308.69,12464.77,1329,1282
2016-06-01,"whiskey","scotch whiskies",295873.77,443852.45,19280,21693.22
2016-06-01,"whiskey","single barrel bourbon whiskies",22866.54,34303.48,1034,775.5
2016-06-01,"whiskey","single malt scotch",157635.4,236460.59,5376,4218.2
2016-06-01,"schnapps","spearmint schnapps",1375,2062.5,275,275
2016-06-01,"rum","spiced rum",1196375.84,1794750.38,117418,116823.39
2016-06-01,"whiskey","straight bourbon whiskies",1016738.55,1525334.66,82286,76292.04
2016-06-01,"whiskey","straight rye whiskies",257333.9,386062.45,13563,10172.25
2016-06-01,"schnapps","strawberry schnapps",5642.85,8466.72,1016,762
2016-06-01,"whiskey","tennessee whiskies",573240.72,859999.24,40537,29535.91
2016-06-01,"tequila","tequila",1074792.54,1613329.97,93190,76927.43
2016-06-01,"other","triple sec",58954.59,88467,20542,19069.7
2016-06-01,"schnapps","tropical fruit schnapps",4852.15,7280.77,997,915.5
2016-06-01,"vodka","vodka 80 proof",2593780.44,3893100.36,447990,435588.88
2016-06-01,"vodka","vodka flavored",661572.89,992523.58,98210,72532.54
2016-06-01,"schnapps","watermelon schnapps",29706.21,44574.93,3937,3733.5
2016-06-01,"whiskey","whiskey liqueur",822128.71,1233525.97,110200,73345.09
2016-06-01,"liqueur","white creme de cacao",1731,2597.91,369,276.75
2016-06-01,"unknown",NA,29132.23,43712.55,3004,1898.4
2016-07-01,"vodka","100 proof vodka",12432.26,18648.75,1315,1038.25
2016-07-01,"liqueur","amaretto - imported",2241.36,3362.4,72,54
2016-07-01,"other","american alcohol",24358.73,36540.47,2808,2106
2016-07-01,"liqueur","american amaretto",25167.03,37765.16,5726,5376.25
2016-07-01,"cocktail","american cocktails",265787.86,401200.25,37111,58800.53
2016-07-01,"gin","american dry gins",168736.04,253383.3,34036,27797.08
2016-07-01,"brandy","american grape brandies",148240.15,222408.79,37119,17549.38
2016-07-01,"gin","american sloe gins",2957.66,4436.49,521,493
2016-07-01,"liqueur","anisette",216,324,48,36
2016-07-01,"schnapps","apple schnapps",15216.96,22833.87,2034,1919.3
2016-07-01,"brandy","apricot brandies",10634.92,15955.66,1816,1534.23
2016-07-01,"rum","barbados rum",4710.39,7066.02,444,333
2016-07-01,"brandy","blackberry brandies",26063.57,39104.38,4360,3892.73
2016-07-01,"whiskey","blended whiskies",345877.32,518887.41,56029,52426.32
2016-07-01,"whiskey","bottled in bond bourbon",575.52,863.28,66,49.5
2016-07-01,"schnapps","butterscotch schnapps",13668,20507.73,2031,1746.75
2016-07-01,"whiskey","canadian whiskies",1689402.83,2552495.64,182524,194970.18
2016-07-01,"brandy","cherry brandies",4802.2,7203.3,880,660
2016-07-01,"schnapps","cinnamon schnapps",10030.04,15048.97,1297,1169.25
2016-07-01,"liqueur","coffee liqueurs",63754.08,95653.13,5590,4752.75
2016-07-01,"whiskey","corn whiskies",1385.65,2078.65,35,26.25
2016-07-01,"liqueur","cream liqueurs",196617.45,294940.48,16520,13946.02
2016-07-01,"liqueur","creme de almond",306,459,68,51
2016-07-01,"liqueur","dark creme de cacao",1800.25,2702.27,379,284.25
2016-07-01,"other","decanters & specialty packages",39115.26,58685.33,3192,2181.1
2016-07-01,"other","distilled spirits specialty",69826.01,104994.19,11588,10974.15
2016-07-01,"gin","flavored gins",5319.55,7983.38,811,608.25
2016-07-01,"rum","flavored rum",379954.48,570078.25,42930,37899.04
2016-07-01,"schnapps","grape schnapps",14066.52,21107.46,1850,1771.5
2016-07-01,"liqueur","green creme de menthe",1537,2306.72,328,246
2016-07-01,"liqueur","imported amaretto",69.6,104.4,6,4.5
2016-07-01,"gin","imported dry gins",243152,364749.32,15570,15212.48
2016-07-01,"brandy","imported grape brandies",326239.97,489431.2,28508,11704.68
2016-07-01,"schnapps","imported schnapps",227194.22,340814.44,19973,18272.74
2016-07-01,"vodka","imported vodka",1015814.88,1523935.65,80011,72688.46
2016-07-01,"vodka","imported vodka - misc",324232.52,486451.61,28549,21509.06
2016-07-01,"whiskey","irish whiskies",212978.83,319515.25,12173,10663.54
2016-07-01,"rum","jamaica rum",12281.08,18421.62,1073,939.25
2016-07-01,"whiskey","japanese whisky",2486.36,3729.72,67,50.25
2016-07-01,"liqueur","misc. american cordials & liqueurs",39791.38,59704.71,5734,4187.48
2016-07-01,"liqueur","misc. imported cordials & liqueurs",358767.55,538206.58,26854,20338.27
2016-07-01,"brandy","miscellaneous  brandies",6025.79,9039.95,1039,599.11
2016-07-01,"schnapps","miscellaneous schnapps",19787.89,29689.98,3557,2158.35
2016-07-01,"vodka","other proof vodka",2320.85,3482.83,311,388.25
2016-07-01,"brandy","peach brandies",11810.41,17718.68,2870,1418.04
2016-07-01,"schnapps","peach schnapps",64324.52,96511.29,9226,7933.37
2016-07-01,"schnapps","peppermint schnapps",88593.81,132912.57,14097,12097.91
2016-07-01,"rum","puerto rico & virgin islands rum",375554.86,563362.41,51069,53538.15
2016-07-01,"schnapps","raspberry schnapps",5961.94,8943.32,1050,890.5
2016-07-01,"cocktail","rock & rye",493,740,100,75
2016-07-01,"schnapps","root beer schnapps",6454.8,9683.3,1046,1011
2016-07-01,"whiskey","scotch whiskies",233190.51,350079.13,16048,18116.82
2016-07-01,"whiskey","single barrel bourbon whiskies",16734.24,25103.53,849,636.75
2016-07-01,"whiskey","single malt scotch",115943.7,173920.14,3878,3031.84
2016-07-01,"schnapps","spearmint schnapps",1060,1590,212,212
2016-07-01,"rum","spiced rum",1066570.48,1600013.54,102122,102700.45
2016-07-01,"whiskey","straight bourbon whiskies",652847.38,979414.7,56519,51516.57
2016-07-01,"whiskey","straight rye whiskies",68522.38,102798.08,3866,2899.5
2016-07-01,"schnapps","strawberry schnapps",4933.35,7402.32,896,672
2016-07-01,"whiskey","tennessee whiskies",495093.07,742756.83,33232,25619.18
2016-07-01,"tequila","tequila",798606.03,1198855.74,71397,56249.44
2016-07-01,"other","triple sec",47156.54,70760.65,16343,15138.86
2016-07-01,"schnapps","tropical fruit schnapps",4381.54,6574.67,901,815.25
2016-07-01,"vodka","vodka 80 proof",1950331.69,2926437.64,338031,319599.1
2016-07-01,"vodka","vodka flavored",456070.89,684234.25,62842,49722
2016-07-01,"schnapps","watermelon schnapps",17080.08,25628.46,2298,2137.5
2016-07-01,"whiskey","whiskey liqueur",684139.93,1026485.33,91272,61145.14
2016-07-01,"liqueur","white creme de cacao",2076.25,3115.85,445,333.75
2016-07-01,"unknown",NA,25306.24,37964.97,1999,1208.81
2016-08-01,"vodka","100 proof vodka",12270.64,18406.14,1240,1010
2016-08-01,"tequila","100% agave tequila",23585.42,68960.64,1334,896.49
2016-08-01,"rum","aged dark rum",1179.91,3931.96,108,92.6
2016-08-01,"liqueur","amaretto - imported",747.12,1120.8,24,18
2016-08-01,"other","american alcohol",25689.13,38536.01,2932,2217
2016-08-01,"liqueur","american amaretto",23403.44,35119.37,5375,5067.25
2016-08-01,"brandy","american brandies",11987.87,48429.07,2384,1486.16
2016-08-01,"cocktail","american cocktails",215894.65,325065.16,30343,46862.73
2016-08-01,"liqueur","american cordials & liqueurs",8227.21,26881.95,1412,913.32
2016-08-01,"other","american distilled spirits specialty",694.08,1561.8,81,60.75
2016-08-01,"gin","american dry gins",181033.96,301110.2,35277,30071.82
2016-08-01,"vodka","american flavored vodka",27215.84,89874.14,3940,2987.22
2016-08-01,"brandy","american grape brandies",144309.24,216508.26,36033,17168.45
2016-08-01,"schnapps","american schnapps",12789.53,48375.84,2113,1755.3
2016-08-01,"gin","american sloe gins",2911.38,4480.89,439,414
2016-08-01,"vodka","american vodka",67420.02,329437.78,10970,10826.02
2016-08-01,"liqueur","anisette",607.5,911.55,125,93.75
2016-08-01,"schnapps","apple schnapps",14450.8,21684.29,1960,1813.64
2016-08-01,"brandy","apricot brandies",11646.43,17472.91,1962,1705.08
2016-08-01,"rum","barbados rum",367.71,551.58,27,20.25
2016-08-01,"brandy","blackberry brandies",28595.65,42904.07,4751,4251.95
2016-08-01,"whiskey","blended whiskies",425497.22,695594.11,67382,65093.21
2016-08-01,"whiskey","bottled in bond bourbon",2611.84,4395.42,260,213
2016-08-01,"schnapps","butterscotch schnapps",16375.72,24569.93,2439,2081
2016-08-01,"whiskey","canadian whiskies",1500580.47,2416740.92,164323,159929.55
2016-08-01,"brandy","cherry brandies",4152.8,6229.2,760,570
2016-08-01,"schnapps","cinnamon schnapps",11683.77,17529.64,1515,1310.25
2016-08-01,"cocktail","cocktails / rtd",8135.83,40410.72,1148,1717.43
2016-08-01,"liqueur","coffee liqueurs",70914.3,117611.36,6425,5388.69
2016-08-01,"whiskey","corn whiskies",62.84,245.31,5,3.75
2016-08-01,"liqueur","cream liqueurs",222231.44,361519.29,18597,15526.28
2016-08-01,"liqueur","creme de almond",189,283.5,42,31.5
2016-08-01,"liqueur","dark creme de cacao",1600.75,2402.81,337,252.75
2016-08-01,"other","decanters & specialty packages",40523.2,60799.57,3601,2984.4
2016-08-01,"other","delisted items",1010.4,3351.38,115,86.86
2016-08-01,"other","distilled spirits specialty",79357.47,119068.81,13951,13404.63
2016-08-01,"gin","flavored gin",522.07,880.9,79,59.25
2016-08-01,"gin","flavored gins",5263.35,7898.94,795,608.25
2016-08-01,"rum","flavored rum",341532.14,547574.29,38897,33987.75
2016-08-01,"rum","gold rum",3246.32,11710.37,409,392.73
2016-08-01,"schnapps","grape schnapps",14182.8,21282.15,1855,1788.75
2016-08-01,"liqueur","green creme de menthe",1561,2342.57,335,251.25
2016-08-01,"brandy","imported brandies",16508.99,78405.94,1325,613.3
2016-08-01,"liqueur","imported cordials & liqueurs",20064.99,67717.7,1542,1069.26
2016-08-01,"other","imported distilled spirits specialty",480.92,1711.76,92,90.5
2016-08-01,"gin","imported dry gins",232602.71,369234.32,14878,14450.69
2016-08-01,"vodka","imported flavored vodka",17627.84,49248.53,1544,1138.55
2016-08-01,"brandy","imported grape brandies",338044.79,507164.39,31382,12240.96
2016-08-01,"schnapps","imported schnapps",218518.78,353789.25,19007,17217.55
2016-08-01,"vodka","imported vodka",961475.77,1521412.7,75142,76161.23
2016-08-01,"vodka","imported vodka - misc",327088.77,490733.44,29218,21668.32
2016-08-01,"whiskey","iowa distillery whiskies",386.75,1808.89,17,12.75
2016-08-01,"whiskey","irish whiskies",262266.3,411666.1,14923,13029.18
2016-08-01,"rum","jamaica rum",18882.01,28426.36,1661,1418.25
2016-08-01,"other","mezcal",212.16,99.45,16,12
2016-08-01,"liqueur","misc. american cordials & liqueurs",39536.24,59319.45,5652,4008.54
2016-08-01,"liqueur","misc. imported cordials & liqueurs",375292.43,563738.62,27640,21438.13
2016-08-01,"brandy","miscellaneous  brandies",10729.73,16096.62,2428,1234.07
2016-08-01,"schnapps","miscellaneous schnapps",20633.76,30963.28,4433,2276.45
2016-08-01,"tequila","mixto tequila",12964.08,54207.33,1499,1159.58
2016-08-01,"other","neutral grain spirits",1551.43,7091.9,175,131.25
2016-08-01,"other","neutral grain spirits flavored",1069.64,3325.41,94,70.5
2016-08-01,"vodka","other proof vodka",2962.07,4445.04,387,436.25
2016-08-01,"brandy","peach brandies",12916.92,19378.88,3220,1547.41
2016-08-01,"schnapps","peach schnapps",56828.01,85263.88,8267,7441.62
2016-08-01,"schnapps","peppermint schnapps",96132.29,144221.99,15140,13301.69
2016-08-01,"rum","puerto rico & virgin islands rum",375682.07,563555.49,50685,55778.8
2016-08-01,"schnapps","raspberry schnapps",5427.76,8142.38,936,823
2016-08-01,"cocktail","rock & rye",340.17,510.6,69,51.75
2016-08-01,"schnapps","root beer schnapps",7003.06,10505.83,1135,1095.25
2016-08-01,"whiskey","scotch whiskies",263836.66,415650.97,17036,19305.35
2016-08-01,"whiskey","single barrel bourbon whiskies",15631.3,25339.2,764,573
2016-08-01,"whiskey","single malt scotch",159466.23,248921.15,5116,3998.27
2016-08-01,"schnapps","spearmint schnapps",1365,2047.5,273,273
2016-08-01,"other","special order items",36.46,389.88,4,3
2016-08-01,"rum","spiced rum",916478.78,1483723.25,95499,91237.51
2016-08-01,"whiskey","straight bourbon whiskies",920966.72,1456898.18,71828,66009.68
2016-08-01,"whiskey","straight rye whiskies",85988.98,135632.34,4741,3558.25
2016-08-01,"schnapps","strawberry schnapps",4646.75,6972.43,851,638.25
2016-08-01,"whiskey","tennessee whiskies",673970.95,1069628.84,43637,34958.98
2016-08-01,"tequila","tequila",797243.4,1196363.28,69795,56443.93
2016-08-01,"other","triple sec",44890.85,71223.56,15575,14405.71
2016-08-01,"schnapps","tropical fruit schnapps",3312.61,4970.68,628,585.5
2016-08-01,"vodka","vodka 80 proof",2066578.26,3102129.81,365132,358637.23
2016-08-01,"vodka","vodka flavored",469018.14,703633.96,66187,52948.64
2016-08-01,"schnapps","watermelon schnapps",17402.69,26112.97,2317,2184.5
2016-08-01,"whiskey","whiskey liqueur",696932.32,1096249.44,93474,62276.99
2016-08-01,"liqueur","white creme de cacao",1554.25,2332.58,332,249
2016-08-01,"rum","white rum",11434.68,63086.66,1615,1538.31
2016-08-01,"unknown",NA,5828.55,8847.92,256,195.3
2016-09-01,"tequila","100% agave tequila",448982.08,666625.56,25600,17994.57
2016-09-01,"rum","aged dark rum",26384.86,38481.55,2276,2049.75
2016-09-01,"brandy","american brandies",270210.13,403553.08,59713,33294.72
2016-09-01,"liqueur","american cordials & liqueur",152357.57,227410.01,50569,17653.9
2016-09-01,"liqueur","american cordials & liqueurs",5496.47,8117.46,702,456.63
2016-09-01,"other","american distilled spirit specialty",7246.32,11090.1,786,570.74
2016-09-01,"other","american distilled spirits specialty",6.49,0,1,0.75
2016-09-01,"gin","american dry gins",189944.4,282980.55,38077,30939.53
2016-09-01,"vodka","american flavored vodka",495113.57,735046.21,70101,54996.36
2016-09-01,"schnapps","american schnapps",281260.53,414551.38,44362,39641.29
2016-09-01,"gin","american sloe gins",1349.58,2024.37,249,249
2016-09-01,"vodka","american vodka",970.86,1240.16,107,93.56
2016-09-01,"vodka","american vodkas",2382712.44,3539569.42,397212,376162.04
2016-09-01,"whiskey","blended whiskies",395607.76,590100.71,66696,61026.22
2016-09-01,"whiskey","bottled in bond bourbon",3352.5,4881.12,299,224.25
2016-09-01,"whiskey","canadian whiskies",2337603.47,3435170,236580,257241.25
2016-09-01,"cocktail","cocktails / rtd",356.89,439.81,34,40.55
2016-09-01,"cocktail","cocktails /rtd",194081.92,283775.78,26641,40495.28
2016-09-01,"liqueur","coffee liqueurs",103979.65,153920.53,8427,7456.64
2016-09-01,"whiskey","corn whiskies",2555.86,4093.45,211,158.25
2016-09-01,"liqueur","cream liqueurs",284674.47,424737.53,23499,19713.78
2016-09-01,"other","delisted items",214.08,658.68,18,13.12
2016-09-01,"gin","flavored gin",6719.25,10083,903,677.25
2016-09-01,"rum","flavored rum",303940.74,457040.11,34445,30790.88
2016-09-01,"rum","gold rum",63801.19,96219.6,7816,8958.99
2016-09-01,"brandy","imported brandies",458363.03,655935.03,39083,15940.87
2016-09-01,"liqueur","imported cordials & liqueurs",415118.16,615660.94,29646,23480.21
2016-09-01,"other","imported distilled spirit specialty",54286.85,79378.39,10949,10900.5
2016-09-01,"other","imported distilled spirits specialty",375.72,473.28,12,9
2016-09-01,"gin","imported dry gins",229403.42,344057.73,14372,14411.3
2016-09-01,"vodka","imported flavored vodka",329874.69,506100.02,28695,20448.99
2016-09-01,"schnapps","imported schnapps",266370.87,398820.9,23016,21270.4
2016-09-01,"vodka","imported vodka",51510.97,80456.32,3723,6163.73
2016-09-01,"vodka","imported vodkas",928471.25,1412168.37,69694,72176.7
2016-09-01,"other","iowa distilleries",9441.25,14163.95,415,311.25
2016-09-01,"whiskey","iowa distillery whiskies",159.25,443.69,7,5.25
2016-09-01,"whiskey","irish whiskies",270600.07,396650.6,15721,13570.99
2016-09-01,"other","mezcal",2307.78,3461.67,129,96.75
2016-09-01,"tequila","mixto tequila",421647.77,597646.57,46634,40632.52
2016-09-01,"other","neutral grain spirits",36736.08,55000,4146,3109.5
2016-09-01,"other","neutral grain spirits flavored",12290.3,18418.95,1083,812.25
2016-09-01,"whiskey","scotch whiskies",280144.08,424519.72,18060,19859.92
2016-09-01,"whiskey","single barrel bourbon whiskies",12541.33,18640.92,656,492
2016-09-01,"whiskey","single malt scotch",155122.26,228617.84,5612,4098.28
2016-09-01,"other","special order items",38308.93,57118.76,2956,2178
2016-09-01,"rum","spiced rum",1313259.68,1968337.11,124160,127780.47
2016-09-01,"whiskey","straight bourbon whiskies",817034.18,1216461.39,69845,64413.81
2016-09-01,"whiskey","straight rye whiskies",127730.9,190841.05,7258,5472.25
2016-09-01,"other","temporary & specialty packages",73021.31,109413.1,8292,6003.28
2016-09-01,"whiskey","tennessee whiskies",732331.45,1091136.35,46728,37676
2016-09-01,"other","triple sec",37441.66,56184.92,13834,13583
2016-09-01,"whiskey","whiskey liqueur",916968.7,1377785.96,91650,81512.59
2016-09-01,"rum","white rum",337643.76,506705.55,45188,48389.07
2016-09-01,"unknown",NA,78740.05,117865.59,11799,5336.58
2016-10-01,"tequila","100% agave tequila",458221.92,681451.54,25348,17815.98
2016-10-01,"rum","aged dark rum",29959.42,43853.71,2535,2226.5
2016-10-01,"brandy","american brandies",285396.47,425714.79,64449,34941.95
2016-10-01,"liqueur","american cordials & liqueur",149819.43,223744.02,52461,17589.89
2016-10-01,"liqueur","american cordials & liqueurs",4651.53,7570.4,573,359.03
2016-10-01,"other","american distilled spirit specialty",10903.89,16717.4,1164,869.26
